candidate id,url,title,description,status,doc_title
705,http://newspapers.library.wales/view/4520868/4520872/16/Mexico,[No title]," the Americans. Its fertile soil, its sugar and other productions, and its trade, are what Jonathan is anxious to enjoy and there cannot be a doubt that, if LOPEZ had succeeded, the island would soon have been transferred to the United States. Cuba, from its position, commands the whole of the Gulf of Mexico, and Great Britain is deeply concerned as to who shall have possession of it. The seizure of",,[No title]
706,http://newspapers.library.wales/view/4521435/4521437/9/Mexico,I FOREIGN AND COLONIAL SUMMARY.,", to June 30, 18.50, was 71,624.832 dollars. The President had issued orders to the military commandants on the frontier to prevent an invasion of Mexico by American citizens. We learn from Toronto that the new Canadian Minis- try, as far as announced, is composed as follows :111'. Hincks, Inspector General; Dr. Ralph, President of the Council; Malcolm Cameron, Postmaster-General; Wil- liam Morris",,I FOREIGN AND COLONIAL SUMMARY.
707,http://newspapers.library.wales/view/4520773/4520776/18/Mexico,[No title],"- humanities and barbarities which he inflicted on such of the gallant Hungarians as unfor- tunately fell within her clutches, without regard to age or sex. The subject was discussed ge- nerally in the organs of public opinion.It is rumoured that the Pres",,[No title]
708,http://newspapers.library.wales/view/4520803/4520804/4/Mexico,I AMERICA. AIEIUC:A.," Great Britain.; and if any such thing is sent to the senate it will be rejected. The canal is made the principal of the treaty, while the sovereignty of the Mosquito coast is the real issue between tho two nations."" A great fire occurred at New Orleans on the 17th ult., which destroyed about thirty stores. There had also been a steam-boat explosion. From the Gulf of Mexico we learn the loss of the",,I AMERICA. AIEIUC:A.
709,http://newspapers.library.wales/view/3090000/3090002/17/Mexico,"FOREIGN INTELLIGENCE. ""","-loving emigrant. Lynch-law reigns supreme in California, and the restless spirits in the Southern States are contemplating a fresh raid upon Cuba. THE WEST INDIA MAILS.SOUTHAMPTON, THURS- DAV MORNING.The Royal Steam Packet Company's ship Great Western, C",,"FOREIGN INTELLIGENCE. """
710,http://newspapers.library.wales/view/3089810/3089813/42/Mexico,PROROGATION OF PARLIAMENT.," noihing may occur to disturb the geneial peace. I have every reason to be thankful for the lovahy and altarlllllcllt of my people, and while I am studious to preserve and improve on/ institutions, J », I\ noon goodness of Almighty God t",,PROROGATION OF PARLIAMENT.
711,http://newspapers.library.wales/view/3089815/3089816/5/Mexico,ENGLAND AND AMERICA.," States was in possession of territories on the North American continent more extpn-ive than those of any other nation, whether European or American. France soon after that event sold her Ameri- can dominions to the United States; Spain lest her great province of Mexico; and the whole continent was evidently destined to be the property of the two sections of the Aiiijlo- Sixon race-the one under the",,ENGLAND AND AMERICA.
712,http://newspapers.library.wales/view/4521336/4521340/28/Mexico,- - - - - - -j FOREIGN AND COLONIAL SUMMARY. i -," effectually abo- lished. The yellow fever still prevailed among the shipping in the harbour, and to some extent in the city. No decisive steps had been taken in regard to tJJf; war with the Arg -ntine Republic. Advices from Mexico, state that General Carasco, who wats employed to suppress Indian outrages in Sonoro1, had burnt down several villages belonging to peaceful Indians, and shot two friendly chiefs",,- - - - - - -j FOREIGN AND COLONIAL SUMMARY. i -
713,http://newspapers.library.wales/view/3394902/3394906/49/Mexico,[No title],"The rirri- Uv. that ever em. endeavours to siiow in., murder that he killed the Doctor in a excitement; and that murder was not contemplateu ""I he appointed a meeting with his victim. This unfortunate case is very similar to that of Colt, who committed suicide ou the day appointed for bis execution. The news from Mexico is not important. Cacuem, in Lagunn had suffered from fire, consuming 45 of",,[No title]
714,http://newspapers.library.wales/view/3395098/3395101/25/Mexico,"LOCAL 1 V T LI (,L I (i li V 11!.  -----"," Denmark ..0 0 1 130 Prussia 0 0 3 747 Other German Sts. 1 208 2 412 Holland 3 995 2 885 France 3 23 5 4 312 Italian States 0 0 . 0 Austria 0 0 4 1493 Greece ..0 0 1  315 United State,, 0 0 1 srii Argentine Repub. 0 1 245 Mexico I) 0 1 299 Total 10 1;,53 24 7097  FREIGHTS FROM NEWPORT. Liverpool .iron 6s Gd '.Gibraltar. coal lis Od Liverpool .coal Gs Od Cape de Verd.coal 18s Od London iron 8s Od",,"LOCAL 1 V T LI (,L I (i li V 11!.  -----"
715,http://newspapers.library.wales/view/3395164/3395168/56/Mexico,EXTRAVAGAN 1 PrhH9At?ndom so anoma-," to Hamburgh, or fromDantzic to Aix-la-Chapelle, 1 1 the Rio Grande, or the eastern boundary of Mexico, o ne north-eastern boundary of the American Union, a dis- Hi.tCJL0J^3^9 lid. From Folkestone to Boulogne, a ",,EXTRAVAGAN 1 PrhH9At?ndom so anoma-
716,http://newspapers.library.wales/view/3598748/3598752/21/Mexico,[No title]," Mexico. The cholera was disappearing from Vera Cruc, but at Puebb it was increasing* fearfully. From Ilayti we have intelligence cf the settlement of the dispute between that Republ ie and Dominica. There bad been some fighting wi:h the Imiian-s at Trinity City, the Indians being the assailants. The Indian town was tfiereuponaaptured and burnt, and three Indians were taken tried, by jury, and -shot",,[No title]
717,http://newspapers.library.wales/view/3765336/3765339/4/Mexico,Foreign Intelligence.," and left the country in p cha;geof the iiri ish governor, War with the ln- M dians was still be i),, carried on, but the whites < lacked the means of prosecuting it to a successful issue Advices from the city of Mexico to the 15th ult, cot;lain nothing of import. The country generally was quiet Some lawless bairds of Amellcans (pro- bably Indians) were committing great outiages in II Chihuahua. One",,Foreign Intelligence.
718,http://newspapers.library.wales/view/4347324/4347325/2/Mexico,I FOREIGN INTELLIGENCE. I," of carrying out their design. Garibaldi is also expected from New York with two ship loads of volunteers, most of whom have served in Mexico The point of rendezvous spoken of, is somewhere in the Neapolitan dominions, but the Austrians, in order to defeat the plan, intend, it is said, to enter and occupy the Swiss territory early in spring A few days ago it was reported in Paris that the Pope had",,I FOREIGN INTELLIGENCE. I
719,http://newspapers.library.wales/view/4347419/4347421/7/Mexico,AMERICA. I," intended to sail for England in October next, and would be absent fur a period of three months. The Postmaster-General had made arrangements by which, after the 1st of July, letters to the West India Islands, ports in the Gulf of Mexico, and on the Atlantic Coast of Suuth America, could be sent through the Post-office on pre- payment of the United States' postage to any such ports in the British",,AMERICA. I
720,http://newspapers.library.wales/view/4347481/4347483/5/Mexico,. I AMERICA. I," wounded before lie disturbance waa quelled. The two vessels which rtctnUy sailed troro New Orleans under protest for Tthuan- tepec had been seized by the Mexican authorities. Great distress was prevailing in Northprn Mexico. An a rival at New York from Port au Prince, with advices to th* 16tii '4\ report that the d.ffl-ulties bet veeII ti-e Do- miuican -tnd Haytian governments hid been saiisfacroiilv",,. I AMERICA. I
721,http://newspapers.library.wales/view/4521440/4521442/8/Mexico,FOREIGN AND COLONIAL SUMMARY.," the gold discovery in -New South Wales had induced many Sydney people to leave San Francisco. Two vessels with one hundred and thirty passengers had sailed for Sydney, and nine other vessels, with accommodations for forty passengers each, were preparing to follow. Affairs in Mexico are still in a very unsatisfactory state. The resources of the Government are almost an- nihilated. From the insurgent",,FOREIGN AND COLONIAL SUMMARY.
722,http://newspapers.library.wales/view/4520823/4520827/48/Mexico,THE NORTH AMERICAN MAIL. !," Mexico are to the 19th ult. There was a prospect of peace between the Indians and Yucatecoes, Oell. Mejia had been obliged by ill health, to resign his post of Cora- mandnnt-General of Durango. The late municipal elections in Canada have resulted in favour of the annexation candidates. The winter had been very mild, and a brisk spring trade was anticipated, At Toronto business was dull, and no news of",,THE NORTH AMERICAN MAIL. !
723,http://newspapers.library.wales/view/3053178/3053180/12/Mexico,[No title]," premature to speak all that we know for certain is, as was to be expected, it escaped the States cruisers, landed, and seized the fort of Cardennas, composed of men who have seen severe and wreckless service in Mexico, fully armed, brave to desperation, and marksmen such as few nations can produce, they will fight a good fight against the best troops and the most overwhelming numbers. That they will be",,[No title]
724,http://newspapers.library.wales/view/3089815/3089816/4/Mexico,FOREIGN INTELLIGENCE.," specie on freight. Iu the Senate the Compromise Bill, which had occupied the attention of the house for so many months, was finally disposed of, the bill being carried by a majority of 14.The disputed question of territory between Texas and New Mexico continued to cre ite much anxiety. Information had been received at Washington that 1,500 men had volun- teered to march against New Mexico, but that",,FOREIGN INTELLIGENCE.
725,http://newspapers.library.wales/view/4347084/4347088/33/Mexico,.FOREIGN INTELLIGENCE. -I," and replies presented and de- livered upon every possible occasion. Thpsp are all in the ordinary complimentary style, and contain nothing worth extracting. AN AMERICAN CARDINAL. I The President of Mexico announces in his message that IX., in order to manifest his gratitude for the lively interest taken in his welfare by the high functionaries of the republic and its ecclesiastics, has signified his",,.FOREIGN INTELLIGENCE. -I
726,http://newspapers.library.wales/view/4347089/4347093/25/Mexico,FOREIGN INTELLIGENCE.,", and there is little ground, probably, therefore, for the statement that Mr. Crittenden had been sent for. The slavery question, in connexion with Califor- nia, still occupied the attention of both branches of Congress. From New Mexico we learn that the question of a territorial or State government was being warmly con- tested. From Canada we have no later intelligence. We have from Chagres advices",,FOREIGN INTELLIGENCE.
727,http://newspapers.library.wales/view/4347034/4347036/5/Mexico,AMERICA.," at the copper mines is all over The two 11-Doiialds, who were said to have headed the Indians, together with four or five of the chiefs, had been brought to Montreal, and lodged in jail. News from Mexico to the date of the 29th nit., and from Vera Cruz to tL"" 3rd iiist., reached New York. A proposition had been made 10.Congress to adjourn to the 1st of December, and passed preparatory readings, but",,AMERICA.
728,http://newspapers.library.wales/view/4521156/4521164/66/Mexico,I FOREIGN AND COLONIAL SUMMARY.," duties at San Juan or Gray town, in Nicaragua. The report of the declara- tiuii of war between St. Salvador and Honduras is confirmed. Mr. Chatfield had intimated that the British Government would interfere. Advices from Mexico to the ltith ult. mention a report that Arista was rapidly forming a Cabinet, A meeting of the French creditors of Mexico had been held, at which the Minister of the Treasury",,I FOREIGN AND COLONIAL SUMMARY.
729,http://newspapers.library.wales/view/4521405/4521407/11/Mexico,[No title]," that for many years Cuba has been the object of American covetousness. Commanding the entrance of the Gulph of Mexico, her size, geographical position, and the situation, great strength, and admirable harbour of the Ilavannah render this colony of Spain the mistress of the Gulph. It is, therefore, no wonder that she should he an object of interest to all the nations who carry on trade in the West",,[No title]
730,http://newspapers.library.wales/view/4521445/4521448/13/Mexico,FOREIGN AND COLONIAL SUMMARY.I," York, had been launched. She is intended for the C'alifornian trade. It was in contempla- tion to establish a Ene of steam-ships between Mobile and Chagres. President Fillmore had issued a proclamation against the fitting out in the United States of invading expeditions, more especially as regarded Mexico. It was said that a commissioner lnd been appointed to China. The yellow fever had appeared at",,FOREIGN AND COLONIAL SUMMARY.I
731,http://newspapers.library.wales/view/4521102/4521107/17/Mexico,IFOREIGN AND COLONIAL SUMMARY. I," the proceedings of the southern convention, and support the Union. A private letter has been received at New Orleans stating that Arista is positively elected as the new President of Mexico. The state of Durango was suffering severely from the ravages of the infiins. Juan Gangors had ob- tained from Congress the privilege of establishing an electric telegraph between Yera Cruz and the city of Mexico",,IFOREIGN AND COLONIAL SUMMARY. I
732,http://newspapers.library.wales/view/4521066/4521069/3/Mexico,[No title]," ?jtubiic.Weait?nowti?eutterin- £ "". ,0;tnfc of Mexico for government, Her exactions, h;, W.'rv and narrow-mindedness, soon became in- ?.'?t'.c'i-'ntwhentheA)i?!o-S:)xun race from ?).tit? States were attracted to San Francisco, so ' ,|iat at last, inl?,theMexir:)nn)h'as ?rc'n). For some years subsequently New Culi-  | became a dcbatcable )and. Adventurers and pressed in numbers to occupy a cOHntry go",,[No title]
733,http://newspapers.library.wales/view/3053238/3053239/6/Mexico,LYNCHING IN AMERICA.," will follow me."" Some of those who heard him, supposing he had got into difficulty with a Mexican, advised him to leave, which he did. As soon as it was ascertained that he had killed Captain Brennan, men were sent to the several ferries to prevent his escape into Mexico, and others started in pursuit. He was arrested next morning about daylight, near one of the ferries, ironed, gnd taken to gaol",,LYNCHING IN AMERICA.
734,http://newspapers.library.wales/view/3090070/3090074/45/Mexico,FOREIGN INTELLIGENCE.,", caused by the reports of a rising at Puerto. Principe. MEXICO. From the city of Mexico we have advices to the 8th ult. 0n the 2""th 0f June the Minister of Finance issued a circular to the States urging the nccessitied of the Central Government, and desiring eflbrts in iis aid. On the 1st ultimo the majùrityof the United Fin>1nce Com- mittees of the Senate aud Chamber of Deputies reported in favour of",,FOREIGN INTELLIGENCE.
